index,content,industry
85,"Chicken Salad Chick announced it will be expanding in Texas with its newest restaurant opening in College Station. Highlighting the brand’s aggressive expansion plans and emphasizing the state’s unlimited growth potential, the new College Station restaurant marks the brand’s sixth opening in the state this year, with a location in Katy debuting only a week prior. Located at 11655 FM 2154, the College Station restaurant will celebrate its grand opening on June 4th with free chicken salad for a year for the first 150 guests. During grand opening week, guests will experience the southern hospitality that Chicken Salad Chick is known for, with giveaways and specials that include:
Tuesday, June 4 – Free Chicken Salad for a Year – The first 10 guests will receive one large Quick Chick of chicken salad per week for an entire year; the next 140 guests receive a free large Quick Chick of chicken salad per month.",cateringServices
86,"President Trump awarded the Medal of Valor to 14 public safety officers on Wednesday; the medal is the nation’s highest honor for bravery by a public safety officer.“Every officer, firefighter and first responder who receives this award embodies the highest ideals of service and sacrifice, character and courage,” Trump said during the White House ceremony.Trump presented the award to a group of officers who responded to a shooting at a southern California polling place.Eight men from the Azusa, Calif., police department were honored for placing themselves in danger and saving the lives of civilians and fellow officers during the shooting on Election Day 2016.When they arrived at the polling place, a person was shooting from a house across the street from a park. An elderly woman had been killed and a man lay wounded on a sidewalk. Two vehicles had collided and a woman in one of the cars was critically injured. The shooter was eventually killed and the officers were credited for preventing other deaths and injuries.",publicSecurity
87,"I’ve always loved a good sunset-inspired eye look and the first eyeshadow palette I’ve ever bought, the Urban Decay Naked3 Palette, is an indication of that. While I still enjoy playing with the many different shades in that cult-favorite palette, the product itself is admittedly not the most convenient to travel with due to its long shape. So when I came across these compact options from the newly-launched makeup brand RÓEN Beauty, I was immediately intrigued. RÓEN Beauty is the brainchild of celebrity makeup artist Nikki DeRoest, who boasts an A-list clientele including Bella Hadid and Hailey Bieber. Having followed DeRoest on Instagram for quite some time, I discovered the brand back in March when it launched with a beautiful range of eyeshadows, including the 75° and the 52° eye palettes, as well as the DISCO single eyeshadow. And after seeing the shades on supermodel Rosie Huntington-Whiteley, who sings the praises of the products in a video, I became even more convinced that I need to try them out myself.",cosmetics
88,"A new study suggests bigger is better when it comes to car safety.Online automotive marketplace and research outfit iseecars.com took fatal accident reports from NHTSA covering 2013 to 2017 models and combined them with information from its used car sales database to come up with a ranked list of vehicles with the most occupant fatalities per billion miles driven. (IIHS)At the top is the Mitsubishi Mirage at 10.8, followed by the Chevrolet Corvette (9.8), Honda Fit (7.7), Kia Forte (7.4) and Chevrolet Spark (7.2), with the average for all vehicles at 2.6. A total of 14 models had fatality rates that were double the average or more, using the methodology, and all of them are either small cars or sports cars.The subcompact Mirage is one of the most inexpensive vehicles on sale today, with a starting price of $14,945.",automotiveEngineering
89,"Mazda brings in one of the world's most famous photographers to capture its latest model. Photos and details. That's what we look for, and bring to you, when an automaker reveals a new car. But Mazda, having already revealed the new Mazda3 at the 2018 LA Auto Show late last year, has taken its photography to another level.To showcase its stylish new model – now entering its fourth generation – the Japanese automaker solicited the services of the world-renowned photographer John Rankin Waddell, better known simply as Rankin. And the images he captured of the new hatchback (pictured in red) and sedan (grey) are rather stunning to behold. Each of the six photos was given its evocative name: Release, Liberation, Zeal, Serenity, Panache, and Verve (in the order in which they're presented above and below). And they weren't manipulated in Photoshop (or some other post-production retouching tool) either.",automotiveEngineering
90,"With so many ingredients claiming to be ""the ultimate acne fighter"" it's tough to decide which one is worth the investment. Do you go for a salicylic acid or benzoyl peroxide spot treatment? A glycolic acid toner? All of the above? What's more, acne-fighting ingredients are often sensitizing to those with reactive complexions.If nothing you've tried has worked, you may want to give tea tree oil a shot. The ingredient has been found to have antiinflammatory effects, which means it can help treat a variety of issues, from inflamed blemishes to dry patches. Marie Claire's senior beauty editor, Chloe Metzger, loves tea tree oil as an acne treatment for her sensitive skin. According to the Mayo Clinic, tea tree oil is a safe product to use. ""When used topically, tea tree oil is generally safe and might be helpful in treating acne and other superficial skin infections."" Side effects are low, but people with eczema should avoid it. While studies have shown the positive effects of tea tree oil, it should be noted that studies are inconclusive.",cosmetics
91,"Harri is looking at how the hike in minimum wage is impacting restaurants and their workers.Over the next few years the minimum wage will climb to $15 an hour in New York — that’s for people who do not receive tips.For tipped workers in restaurants, they are seeing hikes, but just not as sharp as those who are working in fast food joints.Two thirds of companies cut employee hours.More than 40% eliminate jobs and about 75% raised prices according to the survey.Those changed are hitting restaurants closer to home. 7EWN talked with Chef Kujo Kumro at Betty’s off Virginia street in Buffalo.They say fast food restaurants are offering people more money for less-intensive work.By the end of this year a fast food worker will make $13.75/hr while someone working for tips will only see a few cents increase to $7.85.Owner of Betty’s Arber Sopi says prices have increased across their menu — but he’s worried customers will take that out of the tips for his servers.“The prices will go up and people won’t be tipping like they used to,” he said.Chef Kujo says they have already started to see the effects of the wage hikes from customers.“We did just recently get a review where they said the prices were a tad high.”But they say the integrity of the kitchen will always be the first priority at Betty’s.“If we have to raise the prices because we have to keep our morals in the kitchen….we could easily buy products that are already pre-made and use them, but it’s just — that’s not what we believe in,” said Kumro.Betty’s is a restaurant that specializes in made-from-scratch items.",cateringServices
92,"Another day, another set of headlights preventing a car from earning the Insurance Institute for Highway Safety's highest award.The IIHS announced this week that both the hatchback and sedan variants of the 2019 Mazda3 have received the Institute's Top Safety Pick award, its second highest. In order to reach this level, a vehicle must withstand a variety of crash tests, in addition to passing evaluations of its headlights and safety systems.In its crash tests, both Mazda3 bodies fared very well, achieving the top rating of Good in every test. This includes the new passenger-side small overlap crash test, which was recently instituted to help keep automakers on their toes, safety-wise. Yet the Mazda3 sailed through every test.Safety system evaluation was equally positive, with both body styles achieving the top Superior rating for their crash avoidance systems.",automotiveEngineering
93,"Personnel from Coast Guard Station Oak Island and other public safety agencies will host a free event on Oak Island on Saturday, June 1. The event, which runs from 10 a.m. to 2 p.m., will be held at the Coast Guard Station Oak Island located at 300 Caswell Beach Road. Representatives from multiple state and local agencies will be on hand to interact with participants and to display safety equipment used during emergency situations. Officials say IDs will be checked to gain entry to the event and that all vehicles and property are subject to search. Anyone interested in participating can RSVP by contacting Coast Guard Petty Officer 2nd Class Michael Roberts at 225-301-0782 or Michael.J.Roberts@uscg.mil. ",publicSecurity
94,"There’s a new food critic at the Detroit News, though her name might be familiar to folks who follow the paper’s dining section. Features reporter Melody Baetens announced on Wednesday that she’ll be taking over the the role of writing restaurant reviews, following the retirement of critic Molly Abraham last fall. Baetens, who also co-owns Small’s bar in Hamtramck, has worked for Detroit News for the last 20 years covering the entertainment beat. During that time the Detroit’s restaurant landscape has evolved, she’s seen her position go from one focused on music coverage to one increasingly devoted to the local dining and bar scene. Baetens’ food coverage made her a natural choice to succeed Abraham’s long-standing weekly column. Baetens writes of her approach to criticism:As your new restaurant critic, I want to feature a variety of cuisines from all over Metro Detroit, from fine dining steakhouses to hole-in-the-wall neighborhood favorites.",cateringServices
95,"So what does the spring makeup routine of a chic Parisian look like? In Socol's case, it consists of 10 key products totally £269. Costly indeed. But with a couple of Dior's covetable backstage palettes in the mix, it definitely isn't surprising. The most notable thing for me was that apart from a concealer, Socol didn't use a foundation or a base product when creating her makeup look, and her skin still looks incredible. Maybe a good moisturizer and a concealer are all you need to achieve amazing French-girl skin?The first step in Socol's spring makeup routine was to apply concealer (she forgoes foundation entirely). ""I only put one or two small dots just where I have my darkest areas,"" explained Socol who applied it under her eyes and around her nose. The Tarte concealers are intensely pigmented and high coverage, so a little does go a long way. ""You can [apply] this with your finger, but I prefer to do this with a little concealer brush,"" said Socol on her chosen application method.",cosmetics
96,"Restaurant Brands International Inc., parent company to Burger King, Tim Hortons and Popeyes, announced ambitious growth targets during its first investor day meeting Wednesday, saying it planned to increase its footprint from about 26,000 restaurants to more than 40,000 restaurants globally over the next eight to 10 years. ""This will make Restaurant Brands International one of the largest restaurant companies in the world,"" the company stated in a release. McDonald's Corp., a close competitor, currently has about 38,000 locations in more than 100 countries around the world. RBI has been focusing on growth over the past few years. From 2010 to today the restaurant base grew from about 12,000 to nearly 26,000 units, the company said. And systemwide sales grew from about $15 billion to over $32 billion in the same time period. “We still believe we have a ton of room to grow in our home market, particularly when you look at our density relative to our biggest competitor,” Christopher Finazzo, President of Burger King America, said during the presentation.",cateringServices
97,"MCD – MCD heads list of 18 appetizing Strong Buy restaurant stocks. SBUX, YUM and CMG also A rated. Stock price at the time of this analyst call was $0.00. Update: As of May. 22, 2019, this bullish analyst call has returned 0.49%. The POWR Industry Rank covers 123 different industries to help find those most likely to outperform in the weeks and months ahead. Simmering up to #5 on the list with an overall “A” Strong Buy rating is the Restaurant group. In all there are 12 stocks in the industry with Strong Buy ratings. Most notable are industry giants like McDonalds’s (MCD), Starbucks (SBUX), Yum! Brands (YUM) and Chipotle (CMG). Then another 6 stocks still looking tasty with a Buy rating. The high ratings of the restaurant stocks should not be a surprise to anyone given the current health of the US consumer who is enjoying a 50 year low unemployment rate and recent tax cuts.",cateringServices
98,"The Puma is coming back, but not as a stylish coupe. You could say April was the month of SUVs at Ford taking into consideration that aside from unveiling the next-generation Kuga / Escape and the Europe-bound Explorer PHEV, the Blue Oval also previewed a reborn Puma. Well, maybe “reborn” is not the best term to use since it won’t be coming back as the attractive coupe it was during the late 1990s and early 2000s, but as a small SUV to complement the EcoSport. During the event held in Amsterdam, Ford brought the all-new Puma on stage, but dimmed the lights to conceal the SUV’s design. For this Friday’s render, we asked our Photoshop master to figure out what hiding in the darkness by imagining the 2020 Puma in production guise. Since it’s essentially an SUV version of the latest-generation, not-for-America Fiesta, it makes sense that the styling is heavily inspired by the supermini.",automotiveEngineering
99,"BYD debuted its E-SEED GT concept car and Song Pro SUV alongside its all-new e-series models at the Shanghai International Automobile Industry Exhibition. The company also showcased its latest Dynasty series of vehicles, which were recently unveiled at the company’s spring product launch in Beijing. A total of 23 new car models were exhibited at the event, held at Shanghai’s National Convention and Exhibition Center, fully demonstrating the BYD New Architecture (BNA) design, the 3rd generation of Dual Mode technology, plus the e-platform framework. Today, China’s new energy vehicles have entered the ‘fast lane’, ushering in an even larger market outbreak. Presently, we stand at the intersection of old and new kinetic energy conversion for mobility, but also a new starting point for high-quality development. To meet the arrival of complete electrification, BYD has formulated a series of strategies, and is well prepared.",automotiveEngineering
100,"Bringing back the Blazer name on midsize, car-based, four-door crossover is a move mired in controversy. The 2019 Blazer is not a body-on-frame SUV, or a two-door, and does not have a removable roof. Purists are aghast that the name, which dates back to 1969 and has not been used since 2005, would return in such an unfitting manner.Then there are those who don't remember the original truck-based Blazer but recognize the name and think it's cool. Many consumers have been waiting for a midsize crossover to slot between the compact Equinox and full-size Traverse—to them, a right-sized crossover with a cool name is a bonus.Second proof point: as I was leaving the office one day, I saw a local police cruiser drive through MotorTrend's back parking lot. It slowed as it passed the parked Blazer, then shifted into reverse and backed up for a second look. The cruiser sat there, checking it out, until it noticed my leaving the building, and then it moved on.",automotiveEngineering
101,"By Sean Lennard, Triangle Food GuyRaleigh, N.C. — Forget Taco Tuesday, let’s do tacos every day! At least if you are in Chapel Hill, that has to be on your mind as the News & Observer shared the news that the folks behind Italian Pizzeria III (brothers Vinnie and Angelo) and Al’s Burgers (Al Bowers) are joining forces to open Yellow House Tacos later this year in the little yellow house behind those two Franklin Street institutions at 104 N. Graham St. They are hoping to open in September, in time for the return of the students. Wake County Restaurant News North Hills announced this week that their newest dining destination, STIR, a restaurant offering premium oysters, craft cocktails with artisanal ice and a made-from-scratch menu, will be opening in the Park District at North Hills this June across from the AC Hotel on the ground floor level of the Bank of America Tower next to The Capital Grille.",cateringServices
102,"Here at Allure, we love makeup. Like really, really love makeup. Our beauty editors could talk liquid liner, highlighter, and foundation all damn day (and we often do). After all, it is our job and not one we take lightly. We eagerly pore over every new launch, every emerging brand, and have an encyclopedia of dupes in our brains at all times. While we're partial to our particular faves, our heart rates spike with each exciting makeup release. Who knows, maybe there will be some newfangled primer that actually works for our finicky skin type or an innovative mascara that truly checks off every box on our criteria.With each launch, it's always cool to see what innovations beauty brands come up with to improve on a formula or design. One could easily say that makeup is the one thing exempt from the ""if it ain't broke, don't fix it"" mantra. That's the exciting part of the ever-expanding market: finding new makeup treasures to further complete our artistic visions of becoming ourselves. Check out all the new makeup launches below, as well as last month's launches) that we're still utterly obsessing over. And don't forget to check out the new skin-care and hair product launches, too.",cosmetics
103,"Another startup is joining the long list of companies developing flying cars. Alaka’i Technologies is launching a new craft called the Skai, and like many competitors, Alaka’i plans to use its vehicle as a flying taxi or delivery van. What sets the Skai apart is its power source: Hydrogen fuel cells.“It’s the cleanest form of energy available on the planet,” Alaka’i board member Dr. Bruce Holmes told Digital Trends regarding the choice of hydrogen. Many competitor designs use batteries, but Alaka’i believes it can achieve a lower environmental impact and better performance from fuel cells, Holmes said. Fuel cells have much greater energy density than batteries, he said, meaning they can store more energy in a given volume. That allows for a reduction in weight without sacrificing operating range. The Skai’s fuel cells are also 99% recyclable, don’t use the rare-earth metals found in lithium-ion batteries, and have a decades-long lifespan, Holmes said. Refueling is also quicker than recharging a battery pack, at under 10 minutes.",automotiveEngineering
104,"The 2020 Lexus RX's biggest changes are inside the cabin. The dreaded Lexus Remote Touch interface finally adds Android Auto, Apple CarPlay, and Alexa integration. A new 8.0-inch screen now comes standard and an optional 12.3-inch unit returns. The difference is that both are now touchscreens, which means you can minimize how often you use the overly complicated touchpad that we've criticized in various Lexuses over the years. Opting for the larger touchscreen also adds an enhanced voice command function that recognizes more phrases versus the standard one.Lexus also revised the 2020 RX's suspension with thicker but hollow front and rear stabilizer bars, retuned dampers and shock absorbers, and stiffer anti-roll bars to improve ride comfort. The 2020 Lexus RX also gets a brake-based torque vectoring system the subtly applies the brakes on the inner wheels for better handling and stability through turns. F Sport models get an updated Active Variable Suspension system that's said to be more responsive than before. Standard F Sport models include performance-tuned dampers as well as Sport+ and custom drive modes, while top-of-the-line F Sports add a cold air intake, active sound control, a special electric power steering system, and a heated steering wheel.",automotiveEngineering
105,"""Make it more confident and intuitive to drive."" That was the feedback current owners of Ford's wild-child, track-rat, flat-plane-crank, manual-only Mustang Shelby GT350 offered when the development team went asking. Although buyers of the Shelby GT350R tend to be pretty accomplished shoes, buyers of the ""base"" GT350 are more likely to drive their cars daily and take them to a track much less frequently. As such, these owners tend to be less practiced and more fearful of wadding up their babies. The team kept this wish in mind as it pushed the current Mustang platform to new levels of performance while developing the forthcoming GT500, and is now rolling out a new GT500 with higher performance limits that are easier to reach. (The GT350R remains unchanged for 2019.) Assisting with the aforementioned development was veteran race driver Billy Johnson, who's spent three years working with the team while also racing Ford GTs and prepping the Mustang GT4 race car, which he's campaigning this year.",automotiveEngineering
106,"This is part of NRN’s special coverage of the 2019 NRA Show, being held in Chicago, May 18-21.  Chef and restaurateur Thomas Keller says his mother was his first mentor. He likes a spoonful of Skippy peanut butter (Natural) before hitting the gym, and he believes chefs can find inspiration anywhere if they just stay aware and open to it. The famed chef on Saturday answered questions posed by Basil Larkin, vice president of sales for Hestan, which has helped equip the kitchens at Keller’s eight restaurants, including The French Laundry and Per Se in New York, and the more recent TAK Room. Here’s what Keller had to say on inspiration, his mentors and advice for young chefs. How has the profession changed since you started?",cateringServices
107,"The highlight of the range is the “Flirting Palette,” which comes with an additional touch of sparkle on the packaging. Inside, it offers four lipstick shades, four eye shadows, three shimmering highlighters, a rosy blush and a lipgloss to be applied thanks to the three brushes featured in the product.The rest of the collection includes three exclusive shades of Lancôme’s “L’Absolu Mademoiselle Shine” lipstick, a trio of “L’Absolu Lacquer” lipstick and a “Hypnôse Drama” mascara. Ferragni’s touch has been extended also to the names of the products as lipstick shades are dubbed “Positive Attitude,” “Independent Women,” “Girl Next Door” and “Sweet Mom,” among others.As described in the caption flanking the video on Instagram, the Lancôme x Chiara Ferragni capsule launches today online in Italy on Douglas’ e-commerce and in the upcoming days in the perfumery chain’s brick-and-mortar stores. The international rollout is set for June, starting from the Netherlands, Germany and Spain at Douglas’ stores. In the U.S. the collection will debut on June 13 at Nordstrom, followed by rollouts in Canada and Argentina, among other cities. Starting from August the range will be also available in Mexico, Hong Kong, Japan, South Korea and New Zealand.",cosmetics
108,"Our editorial team is dedicated to finding and telling you more about the products and deals we love. If you love them too and decide to purchase through the links below, we may receive a commission.The Joanna Gaines influence is extending right past our television screens and into our makeup drawers. We've discovered the ""Fixer Upper's"" favorite lipstick, which not only has over 5,000 reviews from Nordstrom, but it's also under $20. Score. The home renovation guru took to her blog back in 2016 to review some of her favorite beauty products, which happens to include MAC's Nude Lipstick in Fresh Brew. The sheer lipstick is part of the brand's most iconic collection and is one of the mom-of-five's makeup staples.It's ""the best long-lasting nude lipstick I’ve found!"" explains Gaines.",cosmetics
109,"North East Police, firefighters and emergency responders all gathered in the parking lot of North East High School Saturday to educate community members about what they do in and interactive way, “People think small town, well small town everybody knows each other so everybody should know the police are here for them the firefighters are here for them that way we work together,” said Bobbi Randall, the secretary of the North East Public Safety Day committee. During the event kids has a chance to try putting out a fire, learn the ways around to drive safely and see a demonstration where officers brought out k 9’s to show everyone what they’re looking for in a search. “I think its good for the kids to get to know police officers and not be afraid of them and firefighters, they have a job to do and its good for them to be around them and be around it,” said Krista Stempka, a North East resident. No matter what drove people to come to the event, families took the time to stop and have some fun.",publicSecurity
110,"Preparing an event is a stressful endeavor, filled with variables that can and likely will go wrong. To minimize the possibility of mistakes being made, it’s vital to partner with individuals and companies who are experts in their fields. In the catering industry, Rx Catering fits that bill. For 17 years, Rx Catering has been serving the Little Rock area, providing delicious meals for meetings, conferences and more. The company prides itself on professionalism, punctuality, and service. According to Jay Ramsey, Rx Catering co-owner, the catering company distinguishes itself from other caterers with the food it serves and the level of service that it can provide. “The varied and broad menu and the expert service of our company sets us apart,” Ramsey says. “The food is great, and we’re very customer-friendly.”While the company originally focused on the medical field, it has branched out to provide services to a broad range of customers, from corporations to private individuals.",cateringServices
111,"Tanya EdwardsKylie Jenner is previewing her new skin-care line, which the 21-year-old billionaire teased on Instagram with multiple posts of mostly make-up free selfies and one on Saturday announcing the launch. ""Skincare and makeup go hand in hand and Kylie Skin was something I dreamt up soon after Kylie Cosmetics,"" Jenner wrote. ""I’ve been working on this for what feels like a lifetime so I can’t believe I’m finally announcing! ""Set to launch on May 22, the line of products will be, according to her Instagram, cruelty-, gluten-, paraben-, and sulfate-free as well as vegan.The new brand already has a website and an official Instagram page (@kylieskin), which already has nearly a million followers just one day after her announcement. Everything is priced under £24, and Jenner said on her Instagram, “I’m doing a bundle for you guys, so for £97 you can get it all.” The millennial pink-hued collection includes six products: Foaming Face Wash, Vanilla Milk Toner, Walnut Face Scrub, Face Moisturiser, Eye Cream, and Vitamin C Serum.",cosmetics
112,"Genesis's new Mint concept is a two-door electric city car that the brand would like to see enter production in the future.The cargo space is accessed by two reverse-opening scissor doors on the sides of the car.The interior features a bench seat and minimal instrumentation.Genesis thinks it's time to break the luxury-car mold, and it's doing so with a new concept car that has made its debut at the New York auto show. Called the Mint—the name comes from the car's bright matte Hunter Green paint—it's a two-seat, two-door electric city car that's a little hard to figure out. At a preview event in New York City ahead of the Mint's unveiling, we got to get up close with the car and learn more about it from Genesis's executive vice president, Manfred Fitzgerald, and Hyundai's global head of design,  SangYup Lee.",automotiveEngineering
113,"FORT WORTH, Texas (CBSDFW.COM) – Mark Cuban is backing a new restaurant next door to Texas Christian University. Fat Shack features a collection of your typical fast food fare, and in most cases, all at once. Cuban was sold on the idea on his hit reality show Shark Tank. In the episode, which aired last week, all sharks made pitches. But it was Mark Cuban who sealed the deal. “So Cuban gave us a $250,000 investment for 15 percent of the company,” said Tom Armenti, President and CEO of Fat Shack. The Fort Worth location is the first Fat Shack location backed by Cuban’s investment. In the episode, Cuban tried a sandwich filled with french fries, chicken fingers and mozzarella sticks. Its name: Fat Jersey. Other names on the menu include Fat Hangover and Fat Bronco. Armenti says the names come “from the gut.”
Top a Fat Shack sandwich off with a dessert like fried Oreos, and even the founder recommends not indulging every day.",cateringServices
114,"Architects and construction professionals presented the latest renderings of the $17.8 million Whitehall Township municipal campus and police station Monday night, showing off a design that embraces natural light with walls of windows that officials believe will be more welcoming and accessible to residents. Arif Fazil, president of D’Huy Engineering, presented an updated timeline and budget figures for the new building. The latest price tag, about $100,000 more than presented in November, includes $821,000 in contingency costs and $900,000 in expected furniture, technology and equipment needs.  The new building will include a two-story addition that will replace the aging Whitehall police station, formerly an ambulance facility, on Lehigh Street. The rest of the municipal offices will get a massive makeover and renovation to create a safer, more user-friendly administration area. Among the big changes for residents will be a common area featuring a number of services, ranging from the zoning office to tax collector, promoting a more accessible stop for residents. Fazil said the township’s decision to renovate the existing building will save money. ",publicSecurity
115,"Fighting back against the harmful effects of the sun's UV rays, a layer of SPF is arguably the single-most important step in a skincare regimen. But from greasy texture to chalky residues, too often it's the most fraught. But as hard as it may be to believe: Reliable sun protection and a luminous complexion aren't mutually exclusively. Better yet, the two can happily co-exist. Now, cutting-edge formulas are the secret weapon behind glowing skin.Here, five breakthrough sunscreens that will protect you against premature aging, give your skin a celestial boost, and inevitably make you more proactive about slathering it on in the first place.Coola Full Spectrum 360 Degree Sun Silk Drops SPF 30, $46 Buy it now. These holographic pink drops shield the skin from the sun and other environmental damage, also adding a veil of warm radiance while supercharging the skin with an infusion of plant stem cells, antioxidants, and hyaluronic acid.DermaLogica Prisma Protect Moisturizer SPF 30, $65Buy it now. Spiked with equal parts soothing and rejuvenating matcha green tea, this hardworking moisturizer blocks UV rays while light-activated components take skin to supernova status.SuperGoop!",cosmetics
116,"Too Faced has summer on the brain and is celebrating the season by taking us all on a face mask vacation. Case in point: Its new Pineapple Glow Moisturizing & Brightening Face Mask is infused with skin-brightening fruit extracts such as pineapple, pear, lemon, and apple, as well as glycolic and lactic acid to gently chemically exfoliate skin. Because of this, we recommend using the tropical-scented treatment two to three times per week, depending on your skin sensitivity. The cooling gel texture means this is the perfect way to refresh skin after a long day at the beach, especially if you make room for the 1.63-ounce jar in your fridge.Anastasia Beverly Hills has obviously mastered gussying up every inch of facial skin, and now, the brand will move on to the area below the neck with the breathtaking Shimmer Body Oil. The hero of the brand's summer collection, this mist gives every skin tone a stunning, golden, pearlescent glow with an incredible dewiness and coconut-vanilla scent and that just screams ""sunshine.""",cosmetics
117,"I’ve always gravitated toward colors that really stand out. So when I came across the vibrant collection of L’Oreal Paris Infallible Eye Silkissime Eyeliners several years ago, it was definitely love at first sight. (If you are more into the classic brown or black look, fear not because this inexpensive pick also comes in those colors, too.)For years, I’d been using eyeliners from prestige brands simply because the color selection was better, so I was pretty jazzed to find a fun collection of liners at a reasonable price. I don’t generally spend a lot on eye makeup simply because it has such a short shelf life, so I was happy to spend $4 on an eyeliner rather than $20+.I instantly fell for the teal liner from the Silkissime collection and was excited to see that it was just as effective as it was pretty. The silky pencil glides on like a dream, and the smooth consistency doesn’t tug at my eyelid like most sharper pencils do.To be honest, I’m still perfecting my cat eye, so I tend to go for gel and pencil liners — liquid liner is not my friend! — and this creamy pencil definitely makes application a breeze. It gives off an intense pop of color I love, and it’s super easy to get a precise line.The Silkissime eyeliner can stay put for up to 16 hours, so it’s always my go-to whenever I’m heading out to a concert or another event where I know I’ll be out pretty late. It maintains its vibrancy all day long, so it’s reassuring to know my eyeliner isn’t going to fail me even when my body is telling me it’s time for bed.",cosmetics
118,"There's one specific vehicle type to blame. It was back in 2014 when Mercedes-Benz began building its C-Class in Vance, Alabama, the only factory the German automaker has in the US. The non-union facility obviously angered German union officials who were not happy seeing the hot-selling C-Class being built overseas. Well, at least it was hot-selling. Automotive News has learned that Mercedes is strongly considering ending C-Class production in the US in order to make room for the types of vehicles Americans want most: SUVs and crossovers.The C-Class has been the automaker’s best-selling sedan for many years globally, but having local production for the American market also means catering to what that domestic market demands. It’s hard to believe that only five years ago C-Class production got underway in Alabama, which was an expensive plan for Mercedes to enact.",automotiveEngineering
119,"Tesla has released a new wheel design for Model X – the first new wheel design for the electric SUV in a long time. Back in 2016, Tesla introduced new stock wheels for the Model S called Slipstream wheels. As we previously mentioned in our report on comments about the Model 3 aero wheels by the automaker’s former head of aerodynamics, the new wheels have been designed for aerodynamic performance. Now Tesla is bringing the same style of wheel as a 20? option to the Model X, but with a new two-tone design. They automaker recently updated its online design studio to add the new $2,000 option:It’s a rare new wheel option for Tesla’s flagship vehicles. Here’s another look at the wheel:The new option comes after Tesla released new longer-range versions of the Model S and Model X and changed the options and pricing structure last month.",automotiveEngineering
120,"Every time Glossier drops a new product, it's met with massive attention — and often glowing feedback — from beauty lovers. This year alone, the brand has launched Bubblewrap eye and lip cream, Milky Oil, and spin-off makeup line Glossier Play. Founder Emily Weiss and her team of skin-care experts are clearly busy, but crucially not too busy to pay attention to customer feedback. In the midst of all this new product development, the team somehow found the time to reformulate Glossier The Supers, the range of three serums that the brand originally launched in 2016.The three offerings — Super Pure, Super Bounce, and Super Glow — have been reformulated to deliver faster, more noticeable results. Even better, the amount of serum inside each bottle has doubled. The weight went from 0.5 ounces to one ounce, which should last about three months if used morning and evening. Best of all, the price has remained the same, so customers are quite literally getting double the product.Clarifying serum Super Pure has always been the fan favorite of the three, Melissa Souto, Glossier's director of product marketing and development, tells Allure.",cosmetics
121,"May 15, 2019, 4:11am ETby Ronan GlonThe Coupe line-up gains a mid-range model. Porsche has expanded the Cayenne Coupe line-up with a mid-range model called S. It slots between the entry-level Cayenne Coupe and the range-topping Cayenne Coupe Turbo in the growing model hierarchy.The Cayenne S Coupe is mechanically identical to the Cayenne S that's already part of the Porsche family. That means power comes from a twin-turbocharged, 2.9-liter V6 engine tuned to develop 434 horsepower from 5,700 to 6,600 rpm and 405 pound-feet of torque over a broad range that stretches from 1,800 to 5,500 rpm. The six spins the four wheels through an eight-speed automatic transmission.Porsche pegs the mid-range model's zero-to-60-mph time at 4.7 seconds with the standard Sport Chrono package, and its top speed at 164 mph.",automotiveEngineering
122,"According to a report by Women’s Wear Daily, Jenner recently filed a request to patent “Kendall” with the US Patent and Trademark Office. The patent would cover products across skin, hair, makeup, and fragrance, which has fans hoping this marks the beginning stages of a self-named cosmetics line that will bring the signature Kendall Jenner no-makeup makeup look to the masses. What Will The Kendall Jenner Makeup Products Be? A venture into the beauty world would mark Jenner’s first solo brand. While it’s unclear what the Kendall Jenner makeup line will focus on, we have a feeling it will center on products for the more natural, model-off-duty look she’s become known for. If so, the model will be following in the successful lead of her makeup mogul sisters Kylie Jenner and Kim Kardashian-West, who have both created super successful cosmetic brands. Kylie Cosmetics by Kylie Jenner has taken the beauty industry by storm (no pun intended) since it’s 2016 launch and shows no signs of stopping with its recently announced launch of Kylie Skin.",cosmetics
123,"Despite reporting blockbuster results on Thursday, Chipotle Mexican Grill’s stock fell by 6% in early trading after the chain disclosed in a regulatory filing that it has received a new subpoena as part of an ongoing criminal investigation tied to several foodborne illnesses cases over the years. On April 18, the U.S. Attorney’s Office for the Central District of California requested Chipotle provide information related to illness incidents associated with one restaurant in Powell, Ohio. Last summer, hundreds of customers reported getting sick after eating at that Chipotle in Ohio. Related: Chipotle same-store sales up nearly 10% as digital sales soarThe subpoena also requested more information “related to illness incidents associated with” restaurants in Simi Valley, Calif.; Boston; Sterling, Va.; and Los Angeles. Chipotle said these restaurants were covered under previous subpoenas. “We have fully cooperated and intend to continue to fully cooperate in the investigation,” Chipotle said in the quarterly filing.",cateringServices
124,"Kylie Skin launches May 22 and will consist of six products: foaming face wash, vanilla milk toner, walnut scrub, vitamin C serum, face moisturiser, and eye cream. Individual product prices have yet to be revealed, but the entire set will retail for $125.
As well as the six main products, Kylie Skin will also be selling travel bags for $22 and makeup removing wipes for $10. To celebrate the skincare announcement, Kylie posted six short videos to her YouTube channel, explaining the use of each product. Interestingly, the comments for each of these videos have been switched off, which was probably a good idea since people already have thoughts, and not all of them are good.",cosmetics
